"Activity" "Subject_id" "Measure_Axis" "average"
"WALKING_UPSTAIRS" 9 "fBodyBodyGyroJerkMag-std()" -0.787781590816326
"WALKING_UPSTAIRS" 9 "fBodyBodyGyroJerkMag-meanFreq()" 0.136001150144898
"WALKING_UPSTAIRS" 9 "angle(tBodyAccMean,gravity)" 0.129153963587755
"WALKING_UPSTAIRS" 9 "angle(tBodyAccJerkMean),gravityMean)" 0.00188403497959184
"WALKING_UPSTAIRS" 9 "angle(tBodyGyroMean,gravityMean)" 0.0931479457142857
"WALKING_UPSTAIRS" 9 "angle(tBodyGyroJerkMean,gravityMean)" 0.00109297840408163
"WALKING_UPSTAIRS" 9 "angle(X,gravityMean)" -0.704793909183673
"WALKING_UPSTAIRS" 9 "angle(Y,gravityMean)" 0.109375558383673
"WALKING_UPSTAIRS" 9 "angle(Z,gravityMean)" 0.212332932142857
"WALKING_UPSTAIRS" 10 "tBodyAcc-mean()-X" 0.267121853404255
"WALKING_UPSTAIRS" 10 "tBodyAcc-mean()-Y" -0.0143854920340426
"WALKING_UPSTAIRS" 10 "tBodyAcc-mean()-Z" -0.118180420834043
"WALKING_UPSTAIRS" 10 "tBodyAcc-std()-X" -0.161591924234043
"WALKING_UPSTAIRS" 10 "tBodyAcc-std()-Y" -0.00555287692765957
"WALKING_UPSTAIRS" 10 "tBodyAcc-std()-Z" -0.0738744931340426
"WALKING_UPSTAIRS" 10 "tGravityAcc-mean()-X" 0.931861027446809
"WALKING_UPSTAIRS" 10 "tGravityAcc-mean()-Y" -0.0565670278723404
"WALKING_UPSTAIRS" 10 "tGravityAcc-mean()-Z" 0.0227527702016383
"WALKING_UPSTAIRS" 10 "tGravityAcc-std()-X" -0.959216072340425
"WALKING_UPSTAIRS" 10 "tGravityAcc-std()-Y" -0.937039417446809
"WALKING_UPSTAIRS" 10 "tGravityAcc-std()-Z" -0.864745838297872
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-mean()-X" 0.0648829303510638
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-mean()-Y" 0.0266314282191489
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-mean()-Z" -0.0513375831851064
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-std()-X" -0.187220175510638
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-std()-Y" -0.177803083425532
"WALKING_UPSTAIRS" 10 "tBodyAccJerk-std()-Z" -0.607520480212766
"WALKING_UPSTAIRS" 10 "tBodyGyro-mean()-X" 0.0733447168425532
"WALKING_UPSTAIRS" 10 "tBodyGyro-mean()-Y" -0.0954600216446809
"WALKING_UPSTAIRS" 10 "tBodyGyro-mean()-Z" 0.0879664182957447
"WALKING_UPSTAIRS" 10 "tBodyGyro-std()-X" -0.308534708121277
"WALKING_UPSTAIRS" 10 "tBodyGyro-std()-Y" 0.0411724668680851
"WALKING_UPSTAIRS" 10 "tBodyGyro-std()-Z" -0.320509332297872
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-mean()-X" -0.157212539189362
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-mean()-Y" -0.0372348522521277
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-mean()-Z" -0.036502173787234
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-std()-X" -0.427291343617021
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-std()-Y" -0.60462905787234
"WALKING_UPSTAIRS" 10 "tBodyGyroJerk-std()-Z" -0.482244799361702
"WALKING_UPSTAIRS" 10 "tBodyAccMag-mean()" -0.0266623294757447
"WALKING_UPSTAIRS" 10 "tBodyAccMag-std()" -0.211537480214383
"WALKING_UPSTAIRS" 10 "tGravityAccMag-mean()" -0.0266623294757447
"WALKING_UPSTAIRS" 10 "tGravityAccMag-std()" -0.211537480214383
"WALKING_UPSTAIRS" 10 "tBodyAccJerkMag-mean()" -0.262038042446809
"WALKING_UPSTAIRS" 10 "tBodyAccJerkMag-std()" -0.226010197889362
"WALKING_UPSTAIRS" 10 "tBodyGyroMag-mean()" 0.0438573846851064
"WALKING_UPSTAIRS" 10 "tBodyGyroMag-std()" -0.113062673542979
"WALKING_UPSTAIRS" 10 "tBodyGyroJerkMag-mean()" -0.523462968510638
"WALKING_UPSTAIRS" 10 "tBodyGyroJerkMag-std()" -0.618272355319149
"WALKING_UPSTAIRS" 10 "fBodyAcc-mean()-X" -0.139410790617021
"WALKING_UPSTAIRS" 10 "fBodyAcc-mean()-Y" -0.0390688222212766
"WALKING_UPSTAIRS" 10 "fBodyAcc-mean()-Z" -0.301206408085106
"WALKING_UPSTAIRS" 10 "fBodyAcc-std()-X" -0.171957349438298
"WALKING_UPSTAIRS" 10 "fBodyAcc-std()-Y" -0.051628469647234
"WALKING_UPSTAIRS" 10 "fBodyAcc-std()-Z" -0.0342347233914894
"WALKING_UPSTAIRS" 10 "fBodyAcc-meanFreq()-X" -0.300390927148936
"WALKING_UPSTAIRS" 10 "fBodyAcc-meanFreq()-Y" -0.0035449232893617
"WALKING_UPSTAIRS" 10 "fBodyAcc-meanFreq()-Z" -0.289969419042553
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-mean()-X" -0.20121432216383
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-mean()-Y" -0.206872839212766
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-mean()-Z" -0.553230667234043
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-std()-X" -0.247598320858298
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-std()-Y" -0.202796129097872
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-std()-Z" -0.662894135319149
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-meanFreq()-X" -0.230337514021277
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-meanFreq()-Y" -0.370854829787234
"WALKING_UPSTAIRS" 10 "fBodyAccJerk-meanFreq()-Z" -0.328583308468085
"WALKING_UPSTAIRS" 10 "fBodyGyro-mean()-X" -0.218524716912766
"WALKING_UPSTAIRS" 10 "fBodyGyro-mean()-Y" -0.235858986212766
"WALKING_UPSTAIRS" 10 "fBodyGyro-mean()-Z" -0.262763367170213
"WALKING_UPSTAIRS" 10 "fBodyGyro-std()-X" -0.34130162006383
"WALKING_UPSTAIRS" 10 "fBodyGyro-std()-Y" 0.171735785297872
"WALKING_UPSTAIRS" 10 "fBodyGyro-std()-Z" -0.403822082765957
"WALKING_UPSTAIRS" 10 "fBodyGyro-meanFreq()-X" -0.235765046724681
"WALKING_UPSTAIRS" 10 "fBodyGyro-meanFreq()-Y" -0.421428722680851
"WALKING_UPSTAIRS" 10 "fBodyGyro-meanFreq()-Z" -0.135478697270213
"WALKING_UPSTAIRS" 10 "fBodyAccMag-mean()" -0.166866721574468
"WALKING_UPSTAIRS" 10 "fBodyAccMag-std()" -0.361437534680851
"WALKING_UPSTAIRS" 10 "fBodyAccMag-meanFreq()" 0.0879049622851064
"WALKING_UPSTAIRS" 10 "fBodyBodyAccJerkMag-mean()" -0.153553147382979
"WALKING_UPSTAIRS" 10 "fBodyBodyAccJerkMag-std()" -0.334365043829787
"WALKING_UPSTAIRS" 10 "fBodyBodyAccJerkMag-meanFreq()" 0.178734933145745
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroMag-mean()" -0.265371689148936
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroMag-std()" -0.166969377765957
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroMag-meanFreq()" -0.194447276040426
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroJerkMag-mean()" -0.600582998297872
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroJerkMag-std()" -0.67129056212766
"WALKING_UPSTAIRS" 10 "fBodyBodyGyroJerkMag-meanFreq()" 0.158591030929787
"WALKING_UPSTAIRS" 10 "angle(tBodyAccMean,gravity)" 0.110293662446809
"WALKING_UPSTAIRS" 10 "angle(tBodyAccJerkMean),gravityMean)" -0.00753000246808511
"WALKING_UPSTAIRS" 10 "angle(tBodyGyroMean,gravityMean)" -0.263603869021277
"WALKING_UPSTAIRS" 10 "angle(tBodyGyroJerkMean,gravityMean)" 0.153637457706383
"WALKING_UPSTAIRS" 10 "angle(X,gravityMean)" -0.792289522978723
"WALKING_UPSTAIRS" 10 "angle(Y,gravityMean)" 0.121840871425532
"WALKING_UPSTAIRS" 10 "angle(Z,gravityMean)" 0.00579155151340426
"WALKING_UPSTAIRS" 12 "tBodyAcc-mean()-X" 0.272970338653846
"WALKING_UPSTAIRS" 12 "tBodyAcc-mean()-Y" -0.0263574903403846
"WALKING_UPSTAIRS" 12 "tBodyAcc-mean()-Z" -0.107339730115385
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-X" -0.290149192307692
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-Y" -0.103818259823077
"WALKING_UPSTAIRS" 12 "tBodyAcc-std()-Z" -0.436697425576923
"WALKING_UPSTAIRS" 12 "tGravityAcc-mean()-X" 0.938371473269231
"WALKING_UPSTAIRS" 12 "tGravityAcc-mean()-Y" -0.259144202692308
"WALKING_UPSTAIRS" 12 "tGravityAcc-mean()-Z" -0.0702503820961538
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-X" -0.960246289807692
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-Y" -0.941378352307692
"WALKING_UPSTAIRS" 12 "tGravityAcc-std()-Z" -0.938071183269231
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-mean()-X" 0.0728660813846154
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-mean()-Y" -0.00689494886730769
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-mean()-Z" 0.00906662793461539
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-X" -0.359856972115385
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-Y" -0.311328991057692
"WALKING_UPSTAIRS" 12 "tBodyAccJerk-std()-Z" -0.719336352692308
"WALKING_UPSTAIRS" 12 "tBodyGyro-mean()-X" -0.0931234101769231
"WALKING_UPSTAIRS" 12 "tBodyGyro-mean()-Y" -0.0411314519307692
"WALKING_UPSTAIRS" 12 "tBodyGyro-mean()-Z" 0.0898022757730769
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-X" -0.526659296134615
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-Y" -0.522949798269231
"WALKING_UPSTAIRS" 12 "tBodyGyro-std()-Z" -0.349614606153846
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-mean()-X" -0.0455638872076923
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-mean()-Y" -0.0335406569057692
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-mean()-Z" -0.0653167291865385
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-X" -0.549999188461539
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-Y" -0.761195612692308
"WALKING_UPSTAIRS" 12 "tBodyGyroJerk-std()-Z" -0.606412096538462
"WALKING_UPSTAIRS" 12 "tBodyAccMag-mean()" -0.229183927115385
"WALKING_UPSTAIRS" 12 "tBodyAccMag-std()" -0.285844036153846
"WALKING_UPSTAIRS" 12 "tGravityAccMag-mean()" -0.229183927115385
"WALKING_UPSTAIRS" 12 "tGravityAccMag-std()" -0.285844036153846
"WALKING_UPSTAIRS" 12 "tBodyAccJerkMag-mean()" -0.432469300961538
"WALKING_UPSTAIRS" 12 "tBodyAccJerkMag-std()" -0.329827968269231
"WALKING_UPSTAIRS" 12 "tBodyGyroMag-mean()" -0.316561585961538
"WALKING_UPSTAIRS" 12 "tBodyGyroMag-std()" -0.525686949063462
"WALKING_UPSTAIRS" 12 "tBodyGyroJerkMag-mean()" -0.674972132307692
"WALKING_UPSTAIRS" 12 "tBodyGyroJerkMag-std()" -0.713406712307692
"WALKING_UPSTAIRS" 12 "fBodyAcc-mean()-X" -0.321447925192308
"WALKING_UPSTAIRS" 12 "fBodyAcc-mean()-Y" -0.168341519859615
"WALKING_UPSTAIRS" 12 "fBodyAcc-mean()-Z" -0.560841212692308
"WALKING_UPSTAIRS" 12 "fBodyAcc-std()-X" -0.278929748076923
"WALKING_UPSTAIRS" 12 "fBodyAcc-std()-Y" -0.130175559028846
"WALKING_UPSTAIRS" 12 "fBodyAcc-std()-Z" -0.418599992115385
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-X" -0.420235639230769
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-Y" -0.105269653898077
"WALKING_UPSTAIRS" 12 "fBodyAcc-meanFreq()-Z" -0.217216987155769
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-X" -0.385843754230769
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-Y" -0.333077590961538
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-mean()-Z" -0.687929868653846
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-std()-X" -0.39060122
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-std()-Y" -0.335926381307692
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-std()-Z" -0.750114855961538
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-X" -0.331247540442308
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-Y" -0.380249904980769
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-Z" -0.323446377115385
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-X" -0.426360331538462
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-Y" -0.604711316153846
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-Z" -0.406080936346154
"WALKING_UPSTAIRS" 12 "fBodyGyro-std()-X" -0.5604629635
"WALKING_UPSTAIRS" 12 "fBodyGyro-std()-Y" -0.483918390576923
"WALKING_UPSTAIRS" 12 "fBodyGyro-std()-Z" -0.396095719423077
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-X" -0.158314160701923
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-Y" -0.351127976519231
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-Z" -0.224541879673077
"WALKING_UPSTAIRS" 12 "fBodyAccMag-mean()" -0.290005418653846
"WALKING_UPSTAIRS" 12 "fBodyAccMag-std()" -0.395285130961538
"WALKING_UPSTAIRS" 12 "fBodyAccMag-meanFreq()" -0.00111843704807692
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag-mean()" -0.3208844625
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag-std()" -0.346565141730769
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag-meanFreq()" 0.0842262704980769
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag-mean()" -0.594032515192308
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag-std()" -0.564435086711538
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroMag-meanFreq()" -0.107077796403846
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroJerkMag-mean()" -0.714332592115385
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroJerkMag-std()" -0.733130764423077
"WALKING_UPSTAIRS" 12 "fBodyBodyGyroJerkMag-meanFreq()" 0.0978624347986538
"WALKING_UPSTAIRS" 12 "angle(tBodyAccMean,gravity)" 0.052339373075
"WALKING_UPSTAIRS" 12 "angle(tBodyAccJerkMean),gravityMean)" 0.0388568273076923
"WALKING_UPSTAIRS" 12 "angle(tBodyGyroMean,gravityMean)" 0.0959064265384615
"WALKING_UPSTAIRS" 12 "angle(tBodyGyroJerkMean,gravityMean)" -0.0899947208269231
"WALKING_UPSTAIRS" 12 "angle(X,gravityMean)" -0.740688259615385
"WALKING_UPSTAIRS" 12 "angle(Y,gravityMean)" 0.261185188461538
"WALKING_UPSTAIRS" 12 "angle(Z,gravityMean)" 0.0705748215448077
"WALKING_UPSTAIRS" 13 "tBodyAcc-mean()-X" 0.258203939581818
"WALKING_UPSTAIRS" 13 "tBodyAcc-mean()-Y" -0.0277392253910909
"WALKING_UPSTAIRS" 13 "tBodyAcc-mean()-Z" -0.125767265890909
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-X" -0.296284597454545
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-Y" 0.104470773801818
"WALKING_UPSTAIRS" 13 "tBodyAcc-std()-Z" -0.217210568085455
"WALKING_UPSTAIRS" 13 "tGravityAcc-mean()-X" 0.847634313454545
"WALKING_UPSTAIRS" 13 "tGravityAcc-mean()-Y" -0.357404501636364
"WALKING_UPSTAIRS" 13 "tGravityAcc-mean()-Z" -0.207507170584727
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-X" -0.946441502363636
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-Y" -0.922054968727273
"WALKING_UPSTAIRS" 13 "tGravityAcc-std()-Z" -0.910271096181818
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-mean()-X" 0.0692442067545455
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-mean()-Y" -0.00128009758363636
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-mean()-Z" -0.0254126299290909
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-X" -0.487325539818182
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-Y" -0.323333932218182
"WALKING_UPSTAIRS" 13 "tBodyAccJerk-std()-Z" -0.660921263636364
"WALKING_UPSTAIRS" 13 "tBodyGyro-mean()-X" -0.13829376226
"WALKING_UPSTAIRS" 13 "tBodyGyro-mean()-Y" 0.00381966911090909
"WALKING_UPSTAIRS" 13 "tBodyGyro-mean()-Z" 0.116679563256364
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-X" -0.541066687090909
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-Y" -0.403572169636364
"WALKING_UPSTAIRS" 13 "tBodyGyro-std()-Z" -0.211805111745455
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-mean()-X" -0.0664817176345455
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-mean()-Y" -0.0453051954036364
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-mean()-Z" -0.0661653916327273
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-X" -0.631037584
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-Y" -0.678805915818182
"WALKING_UPSTAIRS" 13 "tBodyGyroJerk-std()-Z" -0.550880346909091
"WALKING_UPSTAIRS" 13 "tBodyAccMag-mean()" -0.10115350174
"WALKING_UPSTAIRS" 13 "tBodyAccMag-std()" -0.326339622181818
"WALKING_UPSTAIRS" 13 "tGravityAccMag-mean()" -0.10115350174
"WALKING_UPSTAIRS" 13 "tGravityAccMag-std()" -0.326339622181818
"WALKING_UPSTAIRS" 13 "tBodyAccJerkMag-mean()" -0.456190454
"WALKING_UPSTAIRS" 13 "tBodyAccJerkMag-std()" -0.451225931090909
"WALKING_UPSTAIRS" 13 "tBodyGyroMag-mean()" -0.237182958116364
"WALKING_UPSTAIRS" 13 "tBodyGyroMag-std()" -0.415658606181818
"WALKING_UPSTAIRS" 13 "tBodyGyroJerkMag-mean()" -0.631964902181818
"WALKING_UPSTAIRS" 13 "tBodyGyroJerkMag-std()" -0.669216383090909
"WALKING_UPSTAIRS" 13 "fBodyAcc-mean()-X" -0.382460736363636
"WALKING_UPSTAIRS" 13 "fBodyAcc-mean()-Y" -0.0636564765818182
"WALKING_UPSTAIRS" 13 "fBodyAcc-mean()-Z" -0.404785239945455
"WALKING_UPSTAIRS" 13 "fBodyAcc-std()-X" -0.266081292363636
"WALKING_UPSTAIRS" 13 "fBodyAcc-std()-Y" 0.114656709636364
"WALKING_UPSTAIRS" 13 "fBodyAcc-std()-Z" -0.184842227972182
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-X" -0.480080060363636
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-Y" -0.247165637745455
"WALKING_UPSTAIRS" 13 "fBodyAcc-meanFreq()-Z" -0.285177288672727
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-X" -0.506212135636364
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-Y" -0.368996179072727
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-mean()-Z" -0.631496434363636
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-std()-X" -0.514337759454545
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-std()-Y" -0.319400410981818
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-std()-Z" -0.689235778909091
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-X" -0.323344232581818
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-Y" -0.586022409090909
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-Z" -0.504002904418182
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-X" -0.482113007636364
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-Y" -0.492176104727273
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-Z" -0.255338945927273
"WALKING_UPSTAIRS" 13 "fBodyGyro-std()-X" -0.562911002545455
"WALKING_UPSTAIRS" 13 "fBodyGyro-std()-Y" -0.364283258727273
"WALKING_UPSTAIRS" 13 "fBodyGyro-std()-Z" -0.272525011818182
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-X" -0.211194498501818
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-Y" -0.293383223927273
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-Z" -0.240720823
"WALKING_UPSTAIRS" 13 "fBodyAccMag-mean()" -0.367522800909091
"WALKING_UPSTAIRS" 13 "fBodyAccMag-std()" -0.409065516363636
"WALKING_UPSTAIRS" 13 "fBodyAccMag-meanFreq()" -0.15090472406
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag-mean()" -0.425100006545455
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag-std()" -0.491090809090909
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag-meanFreq()" -0.0278380090472727
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag-mean()" -0.485477308909091
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag-std()" -0.470770800363636
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroMag-meanFreq()" -0.104131147823636
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroJerkMag-mean()" -0.656088544363636
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroJerkMag-std()" -0.712261499636364
"WALKING_UPSTAIRS" 13 "fBodyBodyGyroJerkMag-meanFreq()" 0.107301253870909
"WALKING_UPSTAIRS" 13 "angle(tBodyAccMean,gravity)" 0.0134427051454545
"WALKING_UPSTAIRS" 13 "angle(tBodyAccJerkMean),gravityMean)" 0.0436485618036364
"WALKING_UPSTAIRS" 13 "angle(tBodyGyroMean,gravityMean)" 0.146500936
"WALKING_UPSTAIRS" 13 "angle(tBodyGyroJerkMean,gravityMean)" -0.0335896854254545
"WALKING_UPSTAIRS" 13 "angle(X,gravityMean)" -0.560140364545455
"WALKING_UPSTAIRS" 13 "angle(Y,gravityMean)" 0.330945829818182
"WALKING_UPSTAIRS" 13 "angle(Z,gravityMean)" 0.1690195284
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-X" 0.265401201896552
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Y" -0.0222060684378914
"WALKING_UPSTAIRS" 18 "tBodyAcc-mean()-Z" -0.112655891327586
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-X" -0.380168286724138
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Y" -0.211155120224138
"WALKING_UPSTAIRS" 18 "tBodyAcc-std()-Z" -0.31437339137931
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-X" 0.883330258448276
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Y" -0.316619946206897
"WALKING_UPSTAIRS" 18 "tGravityAcc-mean()-Z" -0.106112549189655
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-X" -0.961738807068966
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Y" -0.942056881206897
"WALKING_UPSTAIRS" 18 "tGravityAcc-std()-Z" -0.907839723965517
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-X" 0.0812402028517241
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Y" 0.0211654691775862
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-mean()-Z" 0.0093589662862069
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-X" -0.563202134655172
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Y" -0.56794063862069
"WALKING_UPSTAIRS" 18 "tBodyAccJerk-std()-Z" -0.760829911206897
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-X" -0.0470683915017241
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Y" -0.0526133819862069
"WALKING_UPSTAIRS" 18 "tBodyGyro-mean()-Z" 0.0906736478431034
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-X" -0.593841504137931
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Y" -0.507297003103448
"WALKING_UPSTAIRS" 18 "tBodyGyro-std()-Z" -0.433922212068966
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-X" -0.0899953036658621
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Y" -0.0527472610827586
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-mean()-Z" -0.0692536211396552
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-X" -0.76068902862069
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Y" -0.828872171206897
"WALKING_UPSTAIRS" 18 "tBodyGyroJerk-std()-Z" -0.718951757931034
"WALKING_UPSTAIRS" 18 "tBodyAccMag-mean()" -0.279146312758621
"WALKING_UPSTAIRS" 18 "tBodyAccMag-std()" -0.37184157
"WALKING_UPSTAIRS" 18 "tGravityAccMag-mean()" -0.279146312758621
"WALKING_UPSTAIRS" 18 "tGravityAccMag-std()" -0.37184157
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-mean()" -0.601463948275862
"WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-std()" -0.579330320344828
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-mean()" -0.3691086
"WALKING_UPSTAIRS" 18 "tBodyGyroMag-std()" -0.528058134137931
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-mean()" -0.781652689310345
"WALKING_UPSTAIRS" 18 "tBodyGyroJerkMag-std()" -0.835525127931035
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-X" -0.465097261896552
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Y" -0.363450742586207
"WALKING_UPSTAIRS" 18 "fBodyAcc-mean()-Z" -0.522728377068965
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-X" -0.350639840862069
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Y" -0.190550638155172
"WALKING_UPSTAIRS" 18 "fBodyAcc-std()-Z" -0.269571390465517
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-X" -0.517596843103448
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Y" -0.249448649272414
"WALKING_UPSTAIRS" 18 "fBodyAcc-meanFreq()-Z" -0.406885286189655
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-X" -0.589410590172414
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-mean()-Y" -0.579650286034483
